일자,언론사,기고자,제목
20141029,경향신문,,[경향포토]박근혜 대통령과 세월호 유가족들
20141029,경향신문,,[경향포토]세월호 유가족들 쳐다보며 걸어가는 박근혜 대통령
20141029,경향신문,디지털뉴스팀,박근혜 대통령 “공무원연금 개혁 올해까지 끝내야  창조경제 지원에 8조 투입”
20141029,경향신문,,박대통령-여야 지도부 회동 결과 발표문
20141029,경향신문,유정인,박 대통령 ‘7시간 미스터리’ 국감서도 여야 공방
20141029,경향신문,심혜리,[박 대통령 시정연설]여 의원들 27번 박수 야는 무표정 환대
20141029,경향신문,이상돈,[이상돈칼럼]개헌 논의가 박 대통령에게 불편한 이유
20141029,경향신문,,"[박 대통령 시정연설]“어렵다” 7차례, “재정” 16차례 위기 강조"
20141029,경향신문,이용욱,이희호 여사 “북에 다녀오게 해달라” 박 대통령 “기회 보겠다” 긍정 답변
20141029,한국경제,,"박근혜 대통령, 여야지도부 회동 "
20141029,한국경제,,"박근혜 대통령, 오늘 국회에서 새해 예산안 시정연설"
20141029,한국경제,,"박근혜 대통령, ""지금이 한국경제 다시 세울 마지막 골든타임"""
20141029,한국경제,,<속보> 박 대통령 국회 도착 10시 시정연설
20141029,한국경제,,"박 대통령, 국회 시정연설 ""안전예산 17.9% 확대"""
20141029,한국경제,,"박 대통령 ""공무원연금개혁 연내 마무리해야  국회 협조"""
20141029,한국경제,,"<속보> 박 대통령 ""내년 창조경제 지원에 8조3000억 투입"""
20141029,한국경제,,"박 대통령 ""공무원연금개혁 연내 마무리해야  국회 협조""(종합)"
20141029,국제신문,,"박 대통령 ""공무원연금 개혁 연내 마무리"""
20141029,국제신문,손균근,"4면/박 대통령, 오늘 청와대서 이희호 여사 접견"
20141029,국제신문,,"이희호 여사 ""방북 희망"" 박 대통령 ""기회 보겠다"""
20141029,국제신문,김경국,"5면/박대통령, 세월호 직후 7시간 동안 7차례 지시 '7시간 행"
20141029,국제신문,,"통진 ""청와대, 박 대통령 국회환담에 비교섭단체 빠져라 요구"""
20141029,부산일보,,"""세월호 참사 7시간 박 대통령 7회 지시"""
20141029,부산일보,권기택,"박 대통령 시정연설 ""공무원연금 개혁 못 하면 후손에 큰 빚"""
20141029,부산일보,송현수,"박 대통령 국회 시정연설 ""세월호법 민생법안 조속 마무리"" 거듭 당부"
20141029,중부일보,,"박 대통령, 시정연설서 차분 단호 경제관련법 처리 힘 실어"
20141029,서울경제,,[박근혜 대통령 국회 시정연설] 박근혜 대통령 여야대표 회동
20141029,서울경제,,[속보] 박근혜 대통령 “혁신경제 출발점은 창조경제”
20141029,서울경제,,[속보] 박근혜 대통령 “재정적자 늘리더라도 위기 빠져나와야”
20141029,서울경제,,"박근혜 대통령 ""재정적자 늘리더라도 경제 살릴 것"""
20141029,서울경제,디지털미디어부,"박근혜 대통령""공무원연금개혁 연말 마무리 국회협조 당부"""
20141029,서울경제,,"박근혜 대통령, ‘2015년도 예산안 시정연설‘ 전문"
20141029,서울경제,,"[속보] 박근혜 대통령 ""안전예산 17.9%확대 국가 안전대진단 추진"""
20141029,서울경제,,"[박근혜 대통령 국회 시정연설] ""방산비리, 이적행위 규정 강력 척결할 것"""
20141029,서울경제,,[목요일 아침에] 박근혜 대통령께 박수를 보낸다 조건부로
20141029,서울경제,,[속보] 박근혜 대통령 “양질의 시간선택제 일자리 확충에 노력”
20141029,서울경제,,[사설] 박근혜 대통령의 '한국경제 위기' 진단에 공감한다
20141029,서울경제,,[속보] 박 대통령 “취약 계층 주거급여 대폭 확대”
20141029,서울경제,,[속보] 박 대통령 “2017년까지 R&D 투자 GDP 5% 수준 끌어올릴 것”
20141029,서울경제,,[속보] 박 대통령 “지역별 특성 살려 창조경제 모델 정착시킬 것”
20141029,서울경제,,"[속보] 박 대통령 “중국, 뉴질랜드, 베트남 FTA 협상 타결에 노력”"
20141029,서울경제,,"[속보] 박 대통령 “엔젤 투자자 수 150% 증가 창조경제 위한 정부 노력 성과 보여"""
20141029,헤럴드경제,이길동 기자,<포토> 고개숙인 박근혜대통령 무엇을 생각?
20141029,헤럴드경제,이길동 기자,<포토> 박근혜대통령 “공무원연금 개혁 매우 시급하다.“
20141029,헤럴드경제,박도제 기자,"<시정연설> 박근혜 대통령, ‘개헌’ 언급 없이 ‘공무원연금법’ 연내 처리 요구"
20141029,헤럴드경제,이길동 기자,<포토>시정연설 위해 국회방문 의원들과 인사하는 박근혜 대통령
20141029,헤럴드경제,이길동 기자,<포토> 박근혜대통령 “공무원연금 개혁 금년말 마무리될 수 있도록~“
20141029,헤럴드경제,홍성원 기자,"경제 살리기 올인한 박 대통령, “지갑 열어 예산 짰다”"
20141029,KBS,강민수,박 대통령-여야 대표 “예산안 법정 시한내 처리”
20141029,MBC,조영익 기자,"박근혜 대통령 오늘 국회에서 시정연설, 여야 회동"
20141029,MBC,조영익 기자,"박근혜 대통령 오늘 국회에서 시정연설, 여야 회동"
20141029,MBC,정동욱 기자,"박 대통령 ""지금이 경제 살릴 마지막 골든타임"""
20141029,MBC,정동욱 기자,"박 대통령 ""지금이 경제 살릴 마지막 골든타임"""
20141029,MBC,윤지윤 기자,"청와대, 박 대통령 세월호 사고 직후 '7시간' 행적 공개"
20141029,MBC,정동욱 기자,"박 대통령 ""지금이 경제 살릴 마지막 골든타임"""
20141029,MBC,윤지윤 기자,"청와대, 박 대통령 세월호 사고 직후 '7시간' 행적 공개"
20141029,MBC,박영일 기자,박 대통령-여야 대표 회동 세월호법 이달 안에 처리 합의
20141029,MBC,윤지윤 기자,"박 대통령, '경제' 59번 언급 여야 엇갈린 반응"
20141029,충청투데이,김홍민 기자,박근혜 대통령 “공무원연금 개혁 연내 처리를”
20141029,아시아경제,이지은,"中企업계 ""박근혜 대통령 경제활성화 의지 환영"""
20141029,아시아경제,윤동주,[포토]세월호 유가족과 박근혜 대통령
20141029,아시아경제,윤동주,[포토]박근혜 대통령과 세월호 유가족
20141029,아시아경제,윤동주,[포토]삼엄한 경비속 국회 떠나는 박근혜 대통령
20141029,강원일보,,이희호 방북 요청에 박 대통령 “기회 보겠다”
20141029,강원일보,"김창우
기자",靑 “박 대통령 세월호 직후 7시간 동안 7차례 지시”
20141029,파이낸셜뉴스,조지민,박 대통령 두 번째 시정연설 스케치
20141029,파이낸셜뉴스,조창원,"[박 대통령 시정연설] 여야 지도부, 공무원 연금개혁 등에는 '대립각'"
20141029,파이낸셜뉴스,박소현,[박 대통령 시정연설] 12월 2일까지 2015년 예산안 처리 합의
20141029,파이낸셜뉴스,정인홍,"[박대통령 시정연설] ""재정적자 늘려서라도 경제 살리기에 투입"""
20141029,파이낸셜뉴스,정인홍,[박 대통령 시정연설] '지금의 경제는 위기' 절박감에 대독관행 깨고 직접 연설
20141029,내일신문,전예현,"박 대통령, 중요시기마다 DJ측에 러브콜"
20141029,중부일보,,"박 대통령, 여야 지도부와 자주 만나야"
20141029,중부일보,홍재경,"박 대통령 ""재정적자 늘려서라도 경제살리기 투자"""
20141029,중부일보,홍재경,박 대통령-여야 지도부 회동...세월호 예산안 처리 합의
20141029,디지털타임스,이호승,박근혜 대통령 시정연설 예산안 경제활성화 법안 정기국회 처리 요청
20141029,경기일보,송우일 기자,"새정치연합, 박 대통령 국회 시정연설 앞두고 ""대통령이 야당과 국민의 요구에 답할 차례"""
20141029,한겨레,김경욱,겉으론 화기애애 야당 요구에 별 반응 안보인 박 대통령
20141029,한겨레,,이희호씨 “대북 전단 막아달라” 박 대통령 “법적 근거 없다”
20141029,한겨레,김경욱,하고싶은 말만 한 박 대통령 야당 요구는 듣는 시늉만
20141029,매일경제,,박 대통령과 김무성의 '어색한 만남'
20141029,충청일보,이득수,"박근혜 대통령, 공무원연금개혁 경제살리기 법안 처리 강조"
20141029,충청일보,안창현 기자,"박 대통령, 2년 연속 국회 시정연설 여야 반응"
20141029,매일경제,,"박 대통령 ""경제 회생 골든타임 재정 적자 불가피"""
20141029,매일경제,,박 대통령 국회 연설 주요 내용 요약
20141029,한라일보,뉴미디어부 기자 hl@ihalla.com,이명박 대통령 퇴임 후 박근혜 대통령 능가하는 '황제 경호' 현직 대통령의 6배
20141029,매일경제,,"박 대통령 ""재정확대 불가피 경제 도약 마지막 골든타임"""
20141029,매일경제,,"[속보] 박근혜 대통령 ""R&D 투자 5.9% 증가 18.8조 투입"""
20141029,매일경제,,"[속보] 박근혜 대통령 ""내년에 간병비 등 3대 비급여 제도 개선"""
20141029,매일경제,,"[속보] 박근혜 대통령 ""공공기관 혁신 지속 추진해 부채 줄일 것"""
20141029,매일경제,,"[속보] 박근혜 대통령 ""재정 적자 늘더라도 경제 살리는데 투자해야"""
20141029,매일경제,,[속보] 박근혜 대통령 본회의장 입장
20141029,경인일보,,"野, 박근혜 대통령 인사적폐 맹공세"
20141029,세계일보,이재문,[포토] 박수받는 박근혜 대통령
20141029,세계일보,박태훈,"박 대통령 ""경제살릴 마지막 기회, 적자 늘려서라도 위기탈출"""
20141029,매일경제,,"""박 대통령, 세월호 당일 7시간 동안 7차례 지시"""
20141028,세계일보,남상훈,박근혜 대통령 “방산비리 절대 용납 못해”
20141028,중도일보,오주영,박 대통령 시정연설 화두 '경제혁신 재도약'
20141028,중도일보,,박 대통령 시정연설 화두 '경제혁신 재도약'
20141028,중앙일보,허진,박 대통령 내일 김무성 세 차례 만날 가능성
20141028,중앙일보,강민석,"[강민석의 시시각각] 박 대통령 김 대표, '뒤끝'은 없을까"
20141028,전북일보,위병기,박 대통령과 김무성 새누리 대표 관계 회복?
20141028,전북도민일보,강성주 기자,박 대통령 공무원연금 개혁‘금년 내 마무리’로 못박아
20141028,전북도민일보,강성주 기자,박 대통령 세월호 참사 직후 7시간 동안 7차례 지시
20141028,충북일보,김동민,"김재원 ""박 대통령 세월호 상황 19회 보고 받아"""
20141028,매일경제,김성철,"박 대통령 ""공무원 연금 개혁 올해 안에 마무리"""
20141028,매일경제,,"박 대통령 ""스포츠산업, 새 성장동력으로 만들 것"""
20141028,매일경제,,"박 대통령 ""내년 분단 70년, 분단의 고통 해소할 때"""
20141028,매일경제,,"청와대 ""박 대통령, 세월호직후 7시간동안 7차례 지시"""
20141028,울산매일,백주희,"박 대통령, 김무성 대표와 연쇄회동 갈등 봉합하나"
20141028,매일신문,정욱진 기자 penchok@msnet.co.kr,"""전작권 전화 재연기, 박 대통령 공약 파기"""
20141028,매일신문,,"박 대통령, 오늘 청와대서 이희호 여사 접견"
20141028,국민일보,김영석 기자,"박근혜 대통령, 이희호 여사 접견"
20141028,국민일보,김영석 기자,"김무성,박근혜 대통령과 다시 손잡기(?)"
20141028,국민일보,,[포토]모두 발언 중인 박근혜 대통령
20141028,국민일보,김영석 기자,전작권 재연기는 박근혜 대통령의 지침
20141028,국민일보,남혁상 기자,박근혜 대통령 “방산비리 용납할수 없다”
20141028,국민일보,남혁상 기자,박근혜 대통령 “공무원연금개혁 연내 처리 개혁 늦어질수록 부담 증가”
20141028,국민일보,신창호 기자,"靑 “박근혜 대통령, 세월호 직후 7시간동안 7차례 지시”"
20141028,국민일보,이병주,손 흔드는 박 대통령
20141028,국민일보,,[포토]이희호 여사 접견하는 박 대통령
20141028,국민일보,,"[사설] 박 대통령과 여야 대표 회동, 신뢰 쌓는 계기 돼야"
20141028,경향신문,,"[속보]박 대통령, 오늘 오후 청와대서 이희호 여사 접견"
20141028,경향신문,,‘번외 국감’ 28일부터 청와대 김기춘 출석 ‘박 대통령 7시간’ 주목
20141028,경향신문,디지털뉴스팀,"청와대 ‘박대통령 7시간’ 질의에 답변 전문, 당시 어디에?"
20141028,경향신문,,[이상돈칼럼]개헌 논의가 박 대통령에게 불편한 이유
20141028,경향신문,구교형,"MB 퇴임 후에도 ‘황제 경호’ 부부 경호 횟수, 박 대통령보다 6배나 많아"
20141028,한국경제,,"박 대통령, 김대중 전 대통령 부인 이희호 여사 靑 접견"
20141028,한국경제,,"박근혜 대통령, 청와대서 이희호 여사 접견 예정"
20141028,한국경제,,"진보당 ""박근혜 대통령 국회환담에 빠져라 요구"" 주장"
20141028,한국경제,,"박근혜 대통령, 29일 국회에서 새해 예산안 시정연설  여야 지도부 회동 예정"
20141028,한국경제,,"<속보> 이희호 여사, 박근혜 대통령에 ""北 방문 허락해달라"""
20141028,한국경제,,"[국감] ""박근혜 대통령, 세월호 사고 직후 7시간동안 7차례 지시"""
20141028,한국경제,,"박 대통령 ""스포츠산업, 새 성장동력으로"" 전국체전 개막"
20141028,한국경제,,"이희호 ""北 방문"" 요청에 박 대통령 ""기회 보겠다"" 화답"
20141028,국제신문,,"김기춘 실장, 내일 박 대통령-여야 지도부 회동 배석"
20141028,국제신문,손균근,4면/박 대통령이 처음 두 해 연속 시정연설에 나선 이유
20141028,부산일보,,"박 대통령, 취임 후 첫 이희호 여사 접견"
20141028,부산일보,송현수,"박 대통령 ""공무원연금 개혁 연내 마무리 최선 다해야"""
20141028,서울경제,,"박근혜 대통령 ""공무원연금 개혁 연내 마무리해야"""
20141028,서울경제,,"이희호 ""북한 다녀왔으면 "" 박근혜 대통령 ""기회 보겠다"""
20141028,서울경제,,"(속보)박대통령, 오늘 오후 이희호 여사 접견"
20141028,서울경제,,이희호 여사 “북한을 한번 갔다 오면 좋겠다” 박 대통령 “여사님 편하실 때 기회를 보겠다”
20141028,중부일보,,"이희호 여사 ""방북 희망""...박 대통령 ""편하실 때 기회 마련"""
20141028,헤럴드경제,손수용 기자,"세계거래소연맹 총회 개최 박 대통령, “자본시장 성장 통해 창조경제 실현 가능 ”"
20141028,KBS,송창언,박 대통령 “방산비리 커다란 적폐 용납 못 해”
20141028,KBS,김기흥,청와대 “박 대통령 7시간 동안 7차례 구조관련 지시”
20141028,KBS,이승철,이희호 “방북 허락해 줬으면” 박 대통령 “기회 보겠다”
20141028,MBC,박성준 기자,"박 대통령 ""공무원 연금 개혁, 연내 마무리에 최선"""
20141028,MBC,정병화 기자,"靑 ""박 대통령, 세월호 참사 직후 7시간 동안 7차례 지시"""
20141028,MBC,박영일 기자,"靑 ""박 대통령, 세월호 사고 당일 7시간 동안 7차례 지시"""
20141028,MBC,박성준 기자,"박 대통령 ""공무원연금 후손에 큰 짐 개혁 연내 마무리"""
20141028,파이낸셜뉴스,정상희,"정세균 ""박근혜 대통령 대북정책, 김대중 노무현 계보 잇길"""
20141028,파이낸셜뉴스,정인홍,"박근혜 대통령 ""공무원연금 개혁 연내 마무리해야"""
20141028,내일신문,엄경용,"박 대통령, 이희호 여사 접견"
20141028,내일신문,엄경용,"박 대통령 ""연금개혁 금년내 마무리"""
20141028,한국일보,최문선,기일 하루 지난 후 극비리에 아버지 묘역 찾은 박 대통령
20141028,한겨레,,친박의 안간힘? 박 대통령 ‘7시간 의혹’ 또 대리 해명
20141028,충청일보,이득수,"박 대통령, 청와대에서 이희호 여사 접견"
20141028,충청일보,안창현 기자,박 대통령 “공무원연금 개혁 금년내에 마무리”주문
20141028,매일경제,,"이희호 여사 ""북한 갔다오고파"" 박 대통령 ""기회 보겠다""(종합)"
20141028,매일경제,,"박 대통령, 이희호 여사 방북 요청에 ""기회 보겠다""(2보)"
20141028,헤럴드경제,홍성원 기자,박 대통령 내일 국회 시정연설ㆍ여야지도부 회동
20141028,매일경제,,"악연 벗고 화해로 박 대통령, 이희호 여사 접견"
20141028,전북도민일보,강성주 기자,"이희호 여사, 박 대통령에게 북한 방문 허락 요청"
20141028,매일경제,,"[속보] 박 대통령 ""공무원 연금개혁 연내 마무리 최선 다해야 방위사업 비리, 절대로 용납못할 사안"" 국무회의 주재"
20141028,한라일보,뉴미디어부 기자 hl@ihalla.com,"박근혜 대통령, 오늘 이희호 여사 접견 취임 후 첫 만남"
20141028,머니투데이,김익태 |기자,"박근혜 대통령, 오늘 오후 이희호 여사 접견"
20141028,매일경제,,"박 대통령, 이희호 여사 접견 10 26 조화 감사 표할 듯"
20141028,매일경제,,"박 대통령, 오후 청와대서 이희호 여사 접견"
20141028,매일경제,,"박 대통령, 오후 청와대에서 이희호 여사 접견"
20141028,매일경제,,"[속보] 박 대통령, 오늘 오후 청와대서 이희호 여사 접견"
20141028,세계일보,박태훈,"박 대통령, 오늘 오후 이희호 여사 접견,,,취임후 처음 청와대에서 만나"
20141028,세계일보,박태훈,"이희호 여사 ""訪北희망..."", 박 대통령 ""언제 한번 기회 보겠다"""
20141028,매일경제,,"박 대통령, 오후 청와대서 이희호 여사 접견(속보)"
20141028,매일경제,,"박 대통령, 내일 국회 시정연설 여야지도부와 회동"
20141027,경남신문,이상권,"박 대통령-여야 지도부, 29일 시정연설 후 회동"
20141027,아시아경제,박희준,4개국 대사 박근혜 대통령에게 신임장 제정
20141027,헤럴드경제,이수민 기자,"박근혜 대통령, ‘동해병기법 서명’ 버지니아주지사 접견"
20141027,세계일보,박태훈,"박 대통령 지지율 4주만에 반등한 50.3%, 김무성 대표는 하락"
20141027,중도일보,"오주영
기자","박 대통령, 29일 여야 지도부와 회동"
20141027,MBC,정병화 기자,박 대통령 여야 29일 회동 경제활성화법 세월호법 논의
20141027,MBC,정병화 기자,박 대통령-여야 29일 회동 경제활성화법 세월호법 논의
20141027,울산매일,백주희,박근혜 대통령-여야 지도부 29일 시정연설후 별도 회동
20141027,매일신문,김병구 기자 kbg@msnet.co.kr,박 대통령+여야 지도부 29일 국회 회동
20141027,국민일보,김영석 기자,"문재인 ""박근혜 대통령 사과하라"""
20141027,국민일보,김영석 기자,"원조 친박 유승민 박근혜 대통령 향해 ""공약 파기"""
20141027,국민일보,신창호 기자,"박근혜 대통령, ‘동해병기법’서명한 매콜리프 美 버지니아 주지사 접견"
20141027,국민일보,이동희 기자,[포토]접견실 들어서는 박 대통령
20141027,국민일보,이동희 기자,[포토]주한체코대사로부터 신임장 제정받는 박 대통령
20141027,국민일보,이동희 기자,[포토]주한스페인대사로부터 신임장 제정받는 박 대통령
20141027,경향신문,심혜리,박근혜 대통령 리더십은 ‘여론조사형 수성형’
20141027,경향신문,이용욱,박근혜 정부 외교 적신호 대통령 지지율 ‘버팀목’ 길 잃고 총체적 난맥
20141027,경향신문,이용욱,"박 대통령, 여야 지도부와 29일 회동"
20141027,경향신문,,"[사설]군사주권 공약 팽개친 박 대통령, 사과 해명하라"
20141027,경향신문,심혜리,‘번외 국감’ 28일부터 청와대 김기춘 출석 ‘박 대통령 7시간’ 주목
20141027,한국경제,,"박 대통령, 시정연설 직전 김무성 대표 만날 듯"
20141027,한국경제,,"박 대통령, 시정연설서 '경제재도약' 초당적 협력 강조"
20141027,국제신문,,"박 대통령, 여야 지도부 29일 만난다"
20141027,부산일보,송현수,"29일 박 대통령 시정연설, 공무원연금 개혁 등 강조"
20141027,서울경제,,[여당 공무원연금 개정안 발의] 박근혜 대통령 강력 주문에 호흡 맞추기
20141027,한국일보,김현빈,"이상돈, “박근혜 대통령 정치 아닌 통치를 한다”"
20141027,중부일보,,"박 대통령 김무성 대표, 29일 세차례 회동 해빙기회?"
20141027,충청일보,이득수,29일 박 대통령 국회 시정연설 내용에 관심 집중
20141027,충청일보,이득수,"박 대통령,수단 등 4개국 주한 대사 신임장 제정 받아"
20141027,전북도민일보,강성주 기자,박 대통령 29일 국회서 여야 지도부 회동
20141027,매일경제,,"박 대통령, 29일 시정연설 직전 與 지도부와 면담"
20141026,경상일보,김두수 기자,"박근혜 대통령, 여야 지도부와 29일 국회연설 후 별도회동"
20141026,국민일보,신창호 기자,故 박정희 전 대통령 35주기 추도식 거행 박근혜 대통령 불참
20141026,국민일보,남혁상 기자,박근혜 대통령 시정연설 주요메시지는? 역시 ‘경제활성화’
20141026,국민일보,신창호 기자,[속보] 박근혜 대통령-여야 지도부 29일 시정연설후 별도회동
20141026,국민일보,남혁상 기자,10 26 추도식에 박근혜 대통령 불참 며칠전 미리 찾은 듯
20141026,경향신문,이용욱,"박 대통령, 여야 지도부와 29일 회동"
20141026,경향신문,,"[사설]군사주권 공약 팽개친 박 대통령, 사과 해명하라"
20141026,서울경제,,"박 대통령, 고 박정희 전 대통령 추도식 불참"
20141026,서울경제,,박근혜 대통령 29일 국회서 여야 지도부 만난다
20141026,서울경제,,[흔들리는 주력산업 활로를 찾는다] 박근혜 대통령이 우려한 '철강 보호무역주의' 실태는
20141026,헤럴드경제,윤재섭 기자,"박 대통령, 故 박정희 전 대통령 35주기 추도식에 올해도 불참"
20141026,KBS,이재원,박 대통령-여야 지도부 29일 시정연설 후 회동
20141026,경상일보,경상일보,"박근혜 대통령 ‘한복의날’기념식, “한복 등 우리문화 세계에 더 알려지길”"
20141026,한겨레,,박 대통령-여야 지도부 29일 회동
20141026,매일경제,,'10 26' 박정희 서거 35주기 박근혜 대통령 올해도 불참
20141026,매일경제,,"박 대통령, 29일 시정연설 후 여야 지도부와 회동"
20141026,매일경제,,"[속보] 박근혜 대통령-여야 지도부, 29일 국회 시정 연설 이후 별도 회동 갖기로"
20141026,전북도민일보,강성주 기자,"박 대통령, “한복은 생활문화의 꽃”"
20141025,아시아경제,이광호,"박 대통령 ""한복, 세계에 더 많이 알려지길"""
20141025,국제신문,,"野, 군사주권 포기 박 대통령 공약파기 공세"
20141025,국제신문,,"아베 ""한일 관계 개선을"" 박 대통령 ""위안부 해결이 첫 단추"""
20141025,부산일보,"송현수
박석호",박 대통령 '전작권 재연장' 논란 정면돌파
20141025,한겨레,석진환,"“위안부 문제가 한-일관계 첫단추” /박대통령, 일본 의원들 만나 쐐기"
20141025,매일경제,,"박 대통령, ""한복, 더 많이 사랑받는 옷 되길"""
20141024,서울신문,온라인뉴스부,"김무성 “공무원연금 개혁방안, 박근혜 대통령이 직접 나서 설득해달라”"
20141024,서울신문,온라인뉴스부,김무성 공무원연금 개혁방안에 “박대통령이 직접 나서야 한다” 청와대에 요청
20141024,서울신문,온라인뉴스부,"공무원연금 개혁안, 김무성 “박대통령이 직접 나서야” 청와대에 요청"
20141024,서울신문,온라인뉴스부,김무성 공무원연금 개혁방안에 “박대통령이 직접 나서야” 청와대에 요청
20141024,서울신문,온라인뉴스부,"김무성 “공무원연금 개혁방안, 박대통령이 직접 나서 설득해달라” 의원입법도 추진"
20141024,전북일보,위병기,"박 대통령 ""기업 투자 확대 앞장을"""
20141024,중앙일보,이진우,"野 ""전작권 환수 재연기 박 대통령 공약은 허언"" 비판"
20141024,매일경제,정설민,"김무성 ""박 대통령이 공무원연금 개혁 설득해달라"""
20141024,매일경제,이준희,"박 대통령, 일본 의원들 접견 아베 메시지 전할 듯"
20141024,매일신문,김병구 기자 subo801@msnet.co.kr,"박 대통령 ""기업 투자 늘려라"""
20141024,국민일보,남혁상 기자,박근혜 대통령 “일본 퇴행적 언행 반복되지 않아야 한다”
20141024,국민일보,남혁상 기자,박근혜 대통령 대선공약 두번째 파기 기초연금 공약 파기 이어 메가톤급 이슈
20141024,국민일보,인천=정창교 기자,"박 대통령 찾은 인천무형문화재전수교육관 ""장애인AG 선수단에 인기"""
20141024,국민일보,최승욱 기자,“박 대통령 공약이 또 허언이 됐다” 새정치연합 전작권 환수 연기 성토
20141024,한국경제,,"박근혜 대통령, 일한의원연맹 대표단 접견  한일 정상회담은 언제나"
20141024,한국경제,,"박근혜 대통령, ""위안부 문제 관련, 일본 퇴행적 언행 반복되지 않아야"""
20141024,한국경제,,"아베 ""대화통해 관계개선"" 박대통령 ""진정성 우선돼야"""
20141024,서울경제,,박근혜 대통령 29일 국회서 여야 지도부 만난다
20141024,헤럴드경제,홍성원 기자,"박 대통령, 일한의원연맹 대표단 접견"
20141024,KBS,KBS,박 대통령 “역사 퇴행적 언행 반복 안 돼”
20141024,강원일보,,10명 중 6명 “박 대통령 국정운영 잘한다”
20141024,내일신문,엄경용,"박 대통령, 일한의원연맹 접견"
20141024,파이낸셜뉴스,구자윤,박근혜 대통령 지지율 46%.. 지난주와 동일
20141024,한겨레,,‘대선 공약’ 또 파기한 박 대통령 이번에도 ‘묵언수행’?
20141024,한겨레,,"“위안부 문제가 한-일관계 첫단추” 박 대통령, 일본 의원들 만나 쐐기"
20141024,헤럴드경제,전창협 기자,"<한미안보협의회> 문희상 “전작권 전환 연기, 박 대통령 공약 허언”"
20141024,매일경제,,"[속보] 박 대통령 ""일본 퇴행적 언행 반복되지 않아야"""
20141023,아시아경제,김은별,[포토]LG사이언스파크 기공식 참석한 박근혜 대통령
20141023,아시아경제,신범수,LG사이언스파크에 힘 실어준 박근혜 대통령
20141023,전북일보,위병기,"박 대통령 ""새마을운동, 국제협력 사업으로 적극 추진"""
20141023,전북일보,위병기,"“새마을운동, 국제협력 사업으로 적극 추진” 박 대통령, 지구촌 지도자 대회 축하영상 메시지"
20141023,중앙일보,신용호,"박 대통령 ""어려운 상황일수록 기업 과감한 투자해야"""
20141023,중앙일보,허진,박 대통령 “미국 보호무역주의 동향에 우려”
20141023,중앙일보,김정하.허진,"박 대통령 원칙론 vs 김 대표 현실론, 정치 스타일 달라 조정에 시간 걸려"
20141023,중앙일보,,"[사진] 박 대통령, 미국 상무장관 접견"
20141023,영남일보,이영란,"박 대통령 지구촌새마을운동, 핵심 국제사업 추진"
20141023,경상일보,김두수 기자,LG사이언스파크 기공식...박 대통령 기업투자 격려
20141023,매일신문,,"박 대통령 ""美 보호무역 우려"" 프리츠커 상무장관 접견"
20141023,국민일보,윤성민,[단독] 김종인 “박근혜 대통령에게 경제민주화는 대선 전략이었을 뿐”
20141023,경향신문,,[경향포토]박근혜 대통령 LG사이언스파크 기공식 참석
20141023,경향신문,,[경향포토]자리에서 일어서는 박근혜대통령
20141023,경향신문,,[경향포토]LG사이언스파크 기공식 참석하는 박근혜 대통령
20141023,경향신문,,[경향포토]영상물 보며 박수치는 박근혜 대통령
20141023,경향신문,,[경향포토]구본무 LG회장과 얘기하는 박근혜 대통령
20141023,경향신문,,[경향포토]박 대통령 LG사이언스파크 기공식 참석
20141023,경향신문,강병한,박 대통령에 등 돌린 ‘경제교사 3인방’
20141023,경향신문,디지털뉴스팀,"박지원 “김무성, 박 대통령 향해 드디어 칼을 빼들었다”"
20141023,국제신문,,"김무성 ""박 대통령과 절대 싸울 생각 없다"""
20141023,중부일보,,"박 대통령, LG사이언스파크 기공식서 ""경제혁신 동참"" 강조"
20141023,충청투데이,김홍민 기자,박근혜 대통령 “새마을운동 경험 노하우 국제사회와 적극 공유”
20141023,내일신문,엄경용,"박 대통령 ""투자통해 위기 대비"""
20141023,매일경제,,"박 대통령, 연일 기업가 정신 강조 기업인 선처로 이어질까?"
20141023,충청일보,이득수,"박 대통령, 서울 마곡동 LG사이언스파크 기공식 축사"
20141023,헤럴드경제,홍성원 기자,FT “박 대통령 창조경제로 박정희에 걸맞는 경제업적 쌓길 희망”
20141023,매일경제,,"박 대통령 ""어려울수록 과감히 투자해야"""
20141023,매일경제,,"박 대통령, LG사이언스파크 기공식 참석 왜?"
20141023,경인일보,,"박근혜 대통령, 터키 국회의장 만나 정치 경제 문화 협력방안 논의"
20141023,경인일보,정의종,"박근혜 대통령, 터키 국회의장 만나 정치 경제 문화 협력방안 논의"
20141022,경남신문,이상권,"박 대통령, 29일 국회서 시정연설"
20141022,서울신문,온라인뉴스부,김무성 박원순 지지율 비교하면? 박근혜 대통령 지지율 49.8%
20141022,중앙일보,신용호,"박 대통령 ""새마을운동 핵심 국제협력사업 추진"""
20141022,중앙일보,신용호,박 대통령 시진핑 내달 APEC서 5번째 정상회담
20141022,파이낸셜뉴스,정인홍,"박 대통령, 국내서도 세일즈외교 행보"
20141022,영남일보,이영란,박 대통령-시진핑 내달 베이징 APEC서 정상회담
20141022,MBC,김세로 기자,"박 대통령, 다음 달 APEC서 '한-중 정상회담' 예정"
20141022,MBC,김세로 기자,"박 대통령, 다음 달 APEC서 '한-중 정상회담' 예정"
20141022,매일신문,김병구 기자 kbg@msnet.co.kr,박 대통령-시진핑 '5번째 정상회담'
